x, y, validity, timestamp (us)
1084.73, 440.099, 1, 178445709803
1084.75, 440.192, 1, 178445740052
1084.59, 440.844, 1, 178445770205
1084.5, 441.297, 1, 178445800464
1084.19, 441.35, 1, 178445830617
1084.2, 442.004, 1, 178445860962
1084.1, 442.362, 1, 178445891194
1083.86, 442.375, 1, 178445921356
1083.96, 442.793, 1, 178445951596
1084.41, 443.292, 1, 178445981661
1084.4, 443.232, 1, 178446011814
1084.39, 443.495, 1, 178446042063
1084.14, 443.639, 1, 178446072197
1084.03, 443.844, 1, 178446102562
1084.07, 443.842, 1, 178446132830
1084.13, 443.697, 1, 178446162983
1084.35, 444.04, 1, 178446193233
1084.72, 444.17, 1, 178446223560
1084.72, 444.613, 1, 178446253634
1084.79, 444.502, 1, 178446283787
1084.95, 444.345, 1, 178446314124
1084.84, 445.25, 1, 178446344373
1084.93, 445.948, 1, 178446374429
1085.17, 445.887, 1, 178446404591
1084.99, 445.864, 1, 178446434937
1084.99, 445.96, 1, 178446465292
1085.18, 446.199, 1, 178446495533
1085.15, 446.322, 1, 178446525589
1085.06, 446.156, 1, 178446555954
1084.87, 443.919, 1, 178446586272
1084.93, 441.582, 1, 178446616337
1084.82, 439.43, 1, 178446646412
1084.53, 437.156, 1, 178446676565
1084.05, 435.37, 1, 178446706911
1084.12, 432.661, 1, 178446736948
1083.74, 430.039, 1, 178446767267
1082.93, 429.618, 1, 178446797516
1082.03, 428.353, 1, 178446827669
1081.79, 428.069, 1, 178446857726
1081.37, 427.289, 1, 178446887763
1081.06, 424.891, 1, 178446918118
1080.7, 423.876, 1, 178446948271
1081.1, 421.641, 1, 178446978635
1081.64, 420.654, 1, 178447008683
1081.66, 419.538, 1, 178447038922
1081.77, 418.91, 1, 178447068979
1080.21, 424.012, 1, 178447099325
1079.14, 445.768, 1, 178447129652
1078.07, 478.243, 1, 178447159999
1075.88, 510.528, 1, 178447190248
1076.09, 530.155, 1, 178447220328
1082.9, 532.648, 1, 178447250383
1087.74, 526.772, 1, 178447280738
1091.6, 522.999, 1, 178447311066
1093.91, 521.621, 1, 178447341123
1094.47, 517.995, 1, 178447371381
1094.21, 514.934, 1, 178447401533
1094.01, 510.833, 1, 178447431695
1093.42, 505.01, 1, 178447461752
1093.15, 498.11, 1, 178447492002
1093.19, 490.307, 1, 178447522154
1092.69, 483.244, 1, 178447552412
1090.93, 472.268, 1, 178447582547
1089.85, 459.78, 1, 178447612865
1089.95, 451.183, 1, 178447642949
1089.52, 444.389, 1, 178447672996
1087.93, 437.387, 1, 178447703314
1087.44, 433.122, 1, 178447733697
1087.36, 431.42, 1, 178447763947
1088.09, 430.422, 1, 178447794118
1088.35, 428.899, 1, 178447824386
1088.99, 427.993, 1, 178447854714
1089.19, 427.938, 1, 178447884876
1089.08, 427.956, 1, 178447915125
1089, 428.01, 1, 178447945268
1088.92, 427.773, 1, 178447975325
1088.48, 427.869, 1, 178448005671
1087.62, 435.52, 1, 178448036017
1085.99, 570.996, 1, 178448066266
1079.24, 778.96, 1, 178448096534
1075.32, 886.085, 1, 178448126678
1071.32, 933.743, 1, 178448156936
1072.2, 955.418, 1, 178448187098
1072.96, 905.009, 1, 178448217154
1072.06, 854.442, 1, 178448247220
1071.36, 833.522, 1, 178448277257
1070.33, 785.342, 1, 178448307603
1069.66, 737.563, 1, 178448337967
1067.54, 708.55, 1, 178448368304
1068.81, 685.288, 1, 178448398554
1070.91, 667.99, 1, 178448428900
1071.06, 656.01, 1, 178448459062
1072.31, 646.298, 1, 178448489321
1074.15, 642.602, 1, 178448519377
1076.29, 638.215, 1, 178448549529
1076.02, 635.463, 1, 178448579770
1076.94, 628.468, 1, 178448609886
1080.74, 573.349, 1, 178448640223
1089.39, 505.837, 1, 178448670242
1095.91, 463.264, 1, 178448700394
1097.17, 443.633, 1, 178448730566
1097.98, 435.487, 1, 178448760806
1097.2, 433.129, 1, 178448790881
1097.71, 428.832, 1, 178448821209
1099.19, 428.6, 1, 178448851264
1099.23, 429.981, 1, 178448881436
1100.38, 428.991, 1, 178448911667
1101.31, 426.729, 1, 178448942004
1101.08, 424.565, 1, 178448972060
1101.91, 421.982, 1, 178449002221
1101.97, 419.369, 1, 178449032586
1103.03, 418.023, 1, 178449062729
1104.06, 418.275, 1, 178449092979
1105.2, 417.921, 1, 178449123307
1105.54, 418.484, 1, 178449153575
1105.71, 419.023, 1, 178449183728
1105.8, 418.741, 1, 178449213977
1105.77, 418.161, 1, 178449244015
1106.22, 417.649, 1, 178449274186
1106.24, 418.049, 1, 178449304302
1106.15, 418.346, 1, 178449334358
1106.22, 418.683, 1, 178449364626
1106.46, 419.109, 1, 178449394972
1106.7, 419.552, 1, 178449425029
1106.75, 419.829, 1, 178449455181
1106.87, 420.273, 1, 178449485412
1107.24, 421.219, 1, 178449515564
1107.45, 422.587, 1, 178449545796
1107.51, 424.006, 1, 178449575930
1107.84, 425.693, 1, 178449606083
1107.78, 427.494, 1, 178449636323
1108.11, 429.695, 1, 178449666591
1108.24, 432.675, 1, 178449696753
1101.05, 433.777, 1, 178449727081
1090.27, 435.389, 1, 178449757160
1078.01, 437.913, 1, 178449787437
1066.92, 440.453, 1, 178449817483
1056.57, 442.762, 1, 178449847820
1041.1, 445.86, 1, 178449877973
1019.23, 449.701, 1, 178449908214
1000.91, 454.158, 1, 178449938376
985.476, 457.864, 1, 178449968597
973.537, 461.438, 1, 178449998759
964.65, 463.437, 1, 178450029142
957.641, 464.66, 1, 178450059488
952.83, 465.37, 1, 178450089517
949.833, 465.579, 1, 178450119785
947.322, 466.254, 1, 178450149947
945.175, 467.277, 1, 178450180012
943.359, 469.087, 1, 178450210243
941.442, 471.1, 1, 178450240387
939.646, 473.83, 1, 178450270733
937.762, 475.906, 1, 178450300797
935.817, 476.34, 1, 178450330863
934.837, 477.166, 1, 178450361228
934.467, 478.327, 1, 178450391555
934.06, 480.049, 1, 178450421630
935.734, 483.251, 1, 178450451898
936.801, 484.651, 1, 178450482059
937.607, 486.339, 1, 178450512319
937.932, 487.625, 1, 178450542471
937.898, 489.68, 1, 178450572720
937.997, 491.732, 1, 178450602891
938.023, 493.444, 1, 178450632911
937.041, 495.098, 1, 178450663257
936.46, 496.36, 1, 178450693621
936.507, 497.265, 1, 178450723660
936.677, 498.629, 1, 178450753725
936.022, 499.897, 1, 178450784089
935.494, 500.843, 1, 178450814339
934.772, 501.978, 1, 178450844473
933.697, 502.348, 1, 178450874810
932.989, 501.868, 1, 178450904866
932.038, 502.411, 1, 178450935018
930.942, 502.463, 1, 178450965268
930.444, 501.705, 1, 178450995614
929.875, 501.126, 1, 178451025776
929.509, 500.862, 1, 178451056035
929.033, 500.5, 1, 178451086363
928.731, 500.219, 1, 178451116418
928.142, 499.426, 1, 178451146457
927.528, 499.564, 1, 178451176839
927.159, 500.014, 1, 178451206992
927.029, 499.658, 1, 178451237029
926.869, 498.924, 1, 178451267279
926.847, 497.973, 1, 178451297616
926.88, 497.423, 1, 178451327778
926.787, 497.644, 1, 178451358009
926.83, 497.785, 1, 178451388355
926.927, 497.693, 1, 178451418429
926.932, 497.495, 1, 178451448582
926.687, 496.503, 1, 178451478832
926.45, 495.881, 1, 178451509081
926.6, 496.163, 1, 178451539233
926.777, 496.699, 1, 178451569580
926.861, 497.615, 1, 178451599636
926.789, 498.111, 1, 178451629982
926.753, 497.912, 1, 178451660232
926.494, 498.761, 1, 178451690394
926.107, 500.29, 1, 178451720450
925.989, 501.472, 1, 178451750796
926.213, 501.936, 1, 178451780948
925.885, 502.05, 1, 178451811207
925.76, 502.503, 1, 178451841438
925.886, 503.481, 1, 178451871600
926.321, 504.839, 1, 178451901831
926.644, 505.666, 1, 178451931975
926.553, 506.004, 1, 178451961794
926.458, 506.367, 1, 178451992026
926.319, 507.056, 1, 178452022363
926.374, 507.248, 1, 178452052418
926.296, 506.977, 1, 178452082801
926.371, 507.001, 1, 178452113051
926.395, 506.59, 1, 178452143213
926.029, 505.76, 1, 178452173259
926.031, 504.658, 1, 178452203605
926.705, 503.454, 1, 178452233855
926.325, 502.211, 1, 178452264008
926.067, 501.567, 1, 178452294046
926.775, 500.419, 1, 178452324401
926.567, 499.268, 1, 178452354457
925.657, 498.352, 1, 178452384725
926.067, 497.808, 1, 178452414878
926.232, 496.56, 1, 178452445233
926.565, 495.132, 1, 178452475491
926.824, 493.86, 1, 178452505644
926.927, 493.317, 1, 178452535912
926.798, 492.147, 1, 178452566074
927.154, 490.389, 1, 178452596420
927.428, 488.649, 1, 178452626679
927.852, 487.38, 1, 178452656832
928.402, 487.337, 1, 178452687159
928.698, 487.246, 1, 178452717215
928.432, 486.912, 1, 178452747386
927.981, 486.726, 1, 178452777443
927.731, 486.65, 1, 178452807780
927.522, 486.127, 1, 178452838029
927.566, 485.439, 1, 178452868278
927.675, 485.535, 1, 178452898431
927.743, 485.669, 1, 178452928777
927.727, 485.333, 1, 178452958834
927.716, 484.759, 1, 178452989180
927.366, 485.051, 1, 178453019226
927.167, 485.535, 1, 178453049572
927.026, 485.163, 1, 178453079822
927.01, 484.329, 1, 178453109966
927.113, 483.288, 1, 178453140118
927.253, 482.297, 1, 178453170367
927.346, 481.49, 1, 178453200617
927.574, 480.585, 1, 178453230770
927.438, 480.338, 1, 178453261019
927.07, 481.021, 1, 178453291075
926.998, 481.906, 1, 178453321228
926.762, 482.701, 1, 178453351284
926.718, 483.511, 1, 178453381456
926.671, 484.702, 1, 178453411793
926.775, 485.663, 1, 178453442041
926.805, 487.019, 1, 178453472185
926.531, 487.595, 1, 178453502444
926.347, 488.657, 1, 178453532500
926.065, 489.528, 1, 178453562837
925.745, 491.097, 1, 178453592990
925.704, 493.325, 1, 178453623239
925.467, 495.901, 1, 178453653566
925.58, 497.402, 1, 178453683623
925.158, 499.077, 1, 178453713776
924.773, 501.163, 1, 178453744043
924.94, 504.111, 1, 178453774389
925.253, 507.064, 1, 178453804446
924.951, 507.776, 1, 178453834801
925.276, 507.363, 1, 178453865051
925.027, 507.252, 1, 178453895203
924.522, 506.94, 1, 178453925268
923.814, 506.944, 1, 178453955614
923.296, 506.925, 1, 178453985671
922.861, 506.86, 1, 178454016017
922.539, 506.654, 1, 178454046170
922.423, 506.531, 1, 178454076428
922.687, 506.728, 1, 178454106765
923.091, 506.465, 1, 178454137014
923.288, 506.108, 1, 178454167167
923.233, 504.442, 1, 178454197320
922.636, 503.461, 1, 178454227570
922.158, 502.25, 1, 178454257916
922.093, 501.227, 1, 178454287953
921.641, 501.076, 1, 178454318010
921.654, 501.004, 1, 178454348065
921.682, 500.971, 1, 178454378402
-1920, -1080, 0, 178454408555
-1920, -1080, 0, 178454438538
-1920, -1080, 0, 178454468603
928.574, 581.689, 1, 178454498811
924.753, 517.414, 1, 178454529033
926.515, 527.514, 1, 178454559369
927.175, 528.988, 1, 178454589697
928.563, 524.898, 1, 178454620025
930.364, 521.207, 1, 178454650178
931.507, 518.179, 1, 178454680418
932.464, 515.793, 1, 178454710764
932.917, 511.944, 1, 178454741110
932.87, 508.587, 1, 178454771166
932.943, 505.805, 1, 178454801425
932.049, 501.394, 1, 178454831771
930.052, 496.903, 1, 178454861827
927.547, 493.37, 1, 178454891980
925.932, 490.725, 1, 178454922335
924.412, 487.221, 1, 178454952584
923.479, 485.304, 1, 178454982641
923.274, 484.459, 1, 178455012987
923.694, 484.798, 1, 178455043033
923.71, 484.882, 1, 178455073379
923.911, 483.807, 1, 178455103436
923.696, 482.96, 1, 178455133791
923.169, 483.018, 1, 178455163848
922.583, 482.334, 1, 178455193991
922.207, 480.879, 1, 178455224337
921.624, 479.821, 1, 178455254393
921.205, 478.96, 1, 178455284440
920.967, 479.628, 1, 178455314795
921.455, 479.424, 1, 178455345160
922.146, 478.782, 1, 178455375408
923.11, 478.606, 1, 178455405561
923.723, 478.333, 1, 178455435820
924.27, 477.766, 1, 178455466148
924.713, 479.042, 1, 178455496214
924.856, 480.006, 1, 178455526348
925.083, 480.028, 1, 178455556685
925.288, 480.021, 1, 178455586722
925.559, 480.249, 1, 178455616981
925.715, 479.586, 1, 178455647318
925.762, 479.488, 1, 178455677664
925.791, 480.104, 1, 178455707729
925.713, 481.207, 1, 178455737785
925.635, 482.42, 1, 178455768026
925.413, 484.02, 1, 178455798188
924.858, 485.279, 1, 178455828243
924.84, 486.574, 1, 178455858599
924.571, 487.009, 1, 178455888751
924.187, 486.933, 1, 178455919107
924.051, 486.572, 1, 178455949357
923.55, 486.512, 1, 178455979712
922.809, 486.729, 1, 178456009767
921.593, 487.285, 1, 178456040113
920.862, 487.124, 1, 178456070275
920.029, 485.577, 1, 178456100525
919.433, 481.997, 1, 178456130678
919.195, 477.465, 1, 178456161024
919.537, 475.611, 1, 178456191274
920.241, 472.621, 1, 178456221427
920.418, 470.172, 1, 178456251675
920.139, 469.244, 1, 178456281934
920.018, 467.726, 1, 178456312280
920.49, 465.465, 1, 178456342433
920.856, 463.54, 1, 178456372770
920.167, 461.831, 1, 178456402844
920.27, 460.153, 1, 178456433190
920.599, 457.751, 1, 178456463228
921.306, 455.429, 1, 178456493556
921.457, 452.918, 1, 178456523815
916.153, 452.441, 1, 178456553967
850.226, 449.524, 1, 178456584198
748.363, 437.753, 1, 178456614342
672.07, 427.704, 1, 178456644513
623.426, 416.554, 1, 178456674859
593.24, 409.853, 1, 178456704924
577.559, 407.19, 1, 178456735086
568.085, 402.756, 1, 178456765142
562.832, 395.928, 1, 178456795497
546.715, 381.895, 1, 178456825563
523.239, 359.256, 1, 178456855854
503.7, 341.625, 1, 178456886200
491.591, 326.52, 1, 178456916459
483.421, 311.226, 1, 178456946524
478.129, 300.293, 1, 178456976676
474.891, 290.525, 1, 178457007023
473.241, 288.174, 1, 178457037088
471.428, 284.676, 1, 178457067337
468.298, 281.296, 1, 178457097394
456.691, 265.366, 1, 178457127740
447.113, 247.45, 1, 178457158086
441.118, 234.276, 1, 178457188151
436.297, 222.133, 1, 178457218304
434.641, 214.58, 1, 178457248650
432.474, 210.294, 1, 178457278881
429.595, 206.137, 1, 178457309024
428.641, 199.973, 1, 178457339081
427.304, 196.736, 1, 178457369330
427.133, 193.373, 1, 178457399377
427.462, 189.75, 1, 178457429443
423.953, 182.593, 1, 178457459587
388.052, 153.124, 1, 178457489835
340.81, 104.892, 1, 178457520384
306.636, 73.4602, 1, 178457550173
286.344, 50.742, 1, 178457580229
273.001, 32.4759, 1, 178457610479
262.567, 19.4685, 1, 178457640632
259.093, 12.5445, 1, 178457670688
257.643, 6.74627, 1, 178457701025
256.103, 3.81915, 1, 178457731081
255.443, 2.45481, 1, 178457761137
255.675, 3.2698, 1, 178457791483
239.79, -5.58276, 1, 178457821636
204.008, -17.9282, 1, 178457852203
177.443, -25.3215, 1, 178457882212
156.283, -24.9978, 1, 178457912269
140.808, -25.4965, 1, 178457942326
128.841, -28.5501, 1, 178457972672
118.683, -27.9419, 1, 178458002825
113.579, -28.9593, 1, 178458033073
110.038, -31.5775, 1, 178458063244
106.489, -34.0622, 1, 178458093503
102.924, -33.6263, 1, 178458123850
109, 7.7218, 1, 178458154195
126.915, 194.642, 1, 178458184269
142.093, 366.189, 1, 178458214335
148.71, 453.011, 1, 178458244392
149.779, 494.56, 1, 178458274447
150.914, 507.032, 1, 178458304591
150.64, 513.15, 1, 178458334707
151.713, 515.797, 1, 178458364764
150.445, 511.599, 1, 178458395128
151.267, 509.261, 1, 178458425184
150.279, 513.564, 1, 178458455539
149.154, 516.899, 1, 178458485692
148.107, 519.545, 1, 178458515941
146.894, 520.5, 1, 178458546278
146.844, 521.952, 1, 178458576431
140.341, 524.461, 1, 178458606795
128.214, 529.64, 1, 178458636852
117.173, 537.226, 1, 178458667073
108.432, 547.339, 1, 178458697130
102.013, 557.094, 1, 178458727476
95.7977, 566.392, 1, 178458757813
90.7232, 574.733, 1, 178458787966
85.6018, 580.984, 1, 178458818321
83.3515, 584.991, 1, 178458848358
80.703, 586.008, 1, 178458878598
79.1032, 586.276, 1, 178458908751
77.6135, 586.766, 1, 178458939097
76.3772, 587.986, 1, 178458969443
75.6612, 584.128, 1, 178458999675
74.998, 579.609, 1, 178459030021
74.6689, 574.759, 1, 178459060358
75.1588, 565.825, 1, 178459090547
73.7095, 558.998, 1, 178459120838
72.5571, 554.143, 1, 178459151184
71.7528, 548.907, 1, 178459181414
71.9801, 544.797, 1, 178459211567
73.9254, 541.592, 1, 178459241808
76.3059, 538.493, 1, 178459271872
75.952, 537.487, 1, 178459302122
76.4207, 535.592, 1, 178459332284
89.4857, 532.605, 1, 178459362621
118.742, 531.911, 1, 178459392976
151.442, 532.259, 1, 178459423313
180.562, 531.956, 1, 178459453668
204.232, 533.936, 1, 178459483812
221.946, 533.811, 1, 178459514158
236.351, 532.911, 1, 178459544311
246.42, 531.943, 1, 178459574551
258.481, 527.798, 1, 178459604713
277.693, 518.945, 1, 178459634962
293.465, 512.361, 1, 178459665299
306.938, 509.009, 1, 178459695346
319.67, 508.215, 1, 178459725692
328, 509.731, 1, 178459756029
334.709, 510.392, 1, 178459786076
339.953, 509.949, 1, 178459816421
343.435, 510.448, 1, 178459846786
344.712, 511.558, 1, 178459876843
346.185, 511.122, 1, 178459906995
347.783, 510.751, 1, 178459937245
366.382, 511.539, 1, 178459967416
438.764, 514.577, 1, 178459997656
518.028, 518.987, 1, 178460027712
576.718, 525.422, 1, 178460058049
615.803, 531.209, 1, 178460088105
644.626, 530.17, 1, 178460118258
662.239, 530.19, 1, 178460148507
673.704, 527.848, 1, 178460178669
680.682, 531.379, 1, 178460209025
681.866, 533.051, 1, 178460239284
683.579, 534.602, 1, 178460269349
684.391, 535.479, 1, 178460299694
714.536, 529.723, 1, 178460330040
761.888, 519.467, 1, 178460360281
793.598, 517.665, 1, 178460390521
825.395, 513.32, 1, 178460420771
845.761, 512.72, 1, 178460450914
859.749, 511.663, 1, 178460481182
871.828, 507.818, 1, 178460511528
878.713, 505.302, 1, 178460541672
891.725, 504.798, 1, 178460571718
933.569, 505.981, 1, 178460601968
974.106, 505.297, 1, 178460632333
1003.36, 510.136, 1, 178460662572
1026.48, 506.068, 1, 178460692937
1039.38, 504.359, 1, 178460723282
1046.21, 504.471, 1, 178460753330
1050.17, 492.822, 1, 178460783580
1035.72, 461.544, 1, 178460813644
1041.21, 432.695, 1, 178460843719
1045.21, 413.219, 1, 178460873872
1052.79, 396.813, 1, 178460904025
1057.15, 379.685, 1, 178460934160
1058.72, 370.605, 1, 178460964408
1060.69, 368.759, 1, 178460994543
1062.01, 366.786, 1, 178461024889
1061.81, 362.124, 1, 178461055041
1062.29, 354.238, 1, 178461085291
1064.64, 342.383, 1, 178461115656
1091.06, 328.818, 1, 178461145905
1123.33, 308.632, 1, 178461176279
1144.91, 291.681, 1, 178461206077
1161.59, 264.135, 1, 178461236115
1175.98, 252.108, 1, 178461266268
1184.3, 244.848, 1, 178461296614
1193.48, 233.795, 1, 178461326661
1198.26, 230.036, 1, 178461356832
1200.31, 235.781, 1, 178461387100
1201.6, 239.332, 1, 178461417156
1202.85, 242.352, 1, 178461447405
1203.18, 243.086, 1, 178461477751
1203.88, 242.859, 1, 178461507904
1211.42, 243.168, 1, 178461538250
1258.18, 244.617, 1, 178461568555
1317.28, 246.956, 1, 178461598859
1362.47, 248.265, 1, 178461628658
1398.29, 255.732, 1, 178461659078
1423.29, 256.164, 1, 178461689166
1441.19, 251.372, 1, 178461718974
1450.17, 257.704, 1, 178461749278
1454.44, 262.165, 1, 178461779680
1458.4, 258.336, 1, 178461809584
1457.74, 258.257, 1, 178461839889
1459.04, 256.436, 1, 178461869889
1463.95, 259.039, 1, 178461900484
1508.68, 260.143, 1, 178461930292
1574.7, 262.315, 1, 178461960665
1629.99, 263.186, 1, 178461990745
1670.38, 267.489, 1, 178462021339
1691.85, 268.068, 1, 178462051244
1705.82, 268.6, 1, 178462081645
1717.38, 271.681, 1, 178462111453
1720.99, 276.226, 1, 178462141854
1723.63, 278.421, 1, 178462171823
1732.67, 273.816, 1, 178462202237
1743.55, 269.464, 1, 178462232730
1752.02, 264.918, 1, 178462262622
1756.82, 263.35, 1, 178462293082
1760.81, 259.175, 1, 178462322973
1764.59, 256.199, 1, 178462353438
1765.03, 257.869, 1, 178462383932
1763.48, 259.462, 1, 178462413859
1763.05, 260.746, 1, 178462444380
1764.18, 262.346, 1, 178462474270
1764.04, 270.54, 1, 178462504667
1756.17, 332.232, 1, 178462534636
1743.24, 441.55, 1, 178462564688
1738.84, 519.977, 1, 178462594785
1739.05, 568.848, 1, 178462624966
1739.54, 595.789, 1, 178462655205
1736.66, 613.128, 1, 178462685551
1737.53, 627.25, 1, 178462715897
1737.95, 651.675, 1, 178462746165
1731.75, 703.662, 1, 178462776741
1726.45, 739.441, 1, 178462806857
1725.68, 760.726, 1, 178462837213
1723.18, 773.213, 1, 178462867462
1722.21, 781.568, 1, 178462897702
1721.57, 785.538, 1, 178462927934
1721.75, 790.597, 1, 178462958270
1721.66, 796.902, 1, 178462988607
1720.96, 798.824, 1, 178463018935
1731.48, 800.314, 1, 178463049156
1741.89, 805.819, 1, 178463079456
1752.72, 810.336, 1, 178463109669
1762.47, 815.643, 1, 178463139997
1768.64, 818.015, 1, 178463170113
1771.06, 821.627, 1, 178463200353
1772.75, 824.965, 1, 178463230487
1774.65, 827.045, 1, 178463260755
1776.39, 827.659, 1, 178463290935
1777.32, 829.909, 1, 178463321001
1777.36, 830.605, 1, 178463351259
1777.75, 832.105, 1, 178463381375
1778.46, 834.144, 1, 178463411739
1779.33, 835.79, 1, 178463441846
1780.31, 837.397, 1, 178463472008
1781.01, 838.084, 1, 178463502152
1741.13, 835.379, 1, 178463532461
1567.08, 818.949, 1, 178463562605
1376.38, 806.547, 1, 178463592679
1256.95, 796.299, 1, 178463622851
1200.04, 784.799, 1, 178463653119
1169.99, 783.648, 1, 178463683474
1065.84, 763.776, 1, 178463713530
917.715, 711.491, 1, 178463743682
834.274, 683.292, 1, 178463774056
790.326, 661.361, 1, 178463804457
766.666, 647.683, 1, 178463834859
752.615, 643.52, 1, 178463864657
743.995, 637.391, 1, 178463895059
738.503, 632.053, 1, 178463925050
734.575, 637.613, 1, 178463955451
731.801, 645.201, 1, 178463985250
730.608, 647.148, 1, 178464015845
730.483, 648.82, 1, 178464045644
679.935, 644.846, 1, 178464076238
568.626, 647.992, 1, 178464106639
484.463, 646.236, 1, 178464136663
435.682, 639.247, 1, 178464166645
403.544, 638.671, 1, 178464197240
389.591, 637.264, 1, 178464227070
382.149, 638.55, 1, 178464257471
381.163, 634.01, 1, 178464287777
379.454, 630.368, 1, 178464317897
377.215, 625.342, 1, 178464348049
376.135, 622.736, 1, 178464378051
375.254, 621.784, 1, 178464408645
367.909, 620.602, 1, 178464438973
316.332, 628.981, 1, 178464469029
249.661, 635.058, 1, 178464499357
194.797, 640.345, 1, 178464529197
158.623, 642.461, 1, 178464559197
137.099, 639.119, 1, 178464589727
127.072, 636.641, 1, 178464619632
117.866, 634.239, 1, 178464649937
110.236, 633.555, 1, 178464679970
107.568, 634.198, 1, 178464710467
107.186, 630.836, 1, 178464740307
106.296, 630.835, 1, 178464770902
105.857, 632.347, 1, 178464800999
105.517, 632.33, 1, 178464831336
106.758, 632.467, 1, 178464861415
106.987, 633.29, 1, 178464891816
106.449, 635.892, 1, 178464921656
106.023, 637.985, 1, 178464951630
92.8785, 656.175, 1, 178464982031
96.7964, 650.337, 1, 178465011844
99.0443, 643.203, 1, 178465042342
99.6657, 642.259, 1, 178465072333
100.085, 640.902, 1, 178465102845
100.103, 638.198, 1, 178465132740
100.403, 636.092, 1, 178465163045
100.702, 640.02, 1, 178465193382
99.3085, 639.347, 1, 178465223354
99.4449, 638.153, 1, 178465253949
120.227, 650.857, 1, 178465284447
243.721, 681.092, 1, 178465314228
407.693, 698.931, 1, 178465344228
513.566, 705.201, 1, 178465374353
566.286, 704.924, 1, 178465404410
589.422, 706.905, 1, 178465434659
606.547, 706.863, 1, 178465465023
660.702, 696.426, 1, 178465495194
816.851, 670.071, 1, 178465525559
938.511, 656.877, 1, 178465556153
1005.79, 646.796, 1, 178465586164
1037.74, 628.604, 1, 178465616423
1058.02, 621.398, 1, 178465646469
1073.35, 619.774, 1, 178465676797
1077.02, 610.14, 1, 178465706949
1056.78, 609.271, 1, 178465737121
1044.12, 606.325, 1, 178465767361
1037.13, 605.132, 1, 178465797671
1031.96, 605.753, 1, 178465827832
1028.23, 604.581, 1, 178465858160
1025.9, 604.541, 1, 178465888234
1023.89, 604.607, 1, 178465918534
1023.85, 606.749, 1, 178465948609
1021.59, 599.085, 1, 178465979139
1015.91, 586.192, 1, 178466009789
1014.36, 577.851, 1, 178466040355
1015.67, 582.512, 1, 178466070707
-1920, -1080, 0, 178466101001
-1920, -1080, 0, 178466130878
-1920, -1080, 0, 178466159969
-1920, -1080, 0, 178466189818
-1920, -1080, 0, 178466220481
-1920, -1080, 0, 178466250427
1034.62, 600.047, 1, 178466280423
1044.25, 573.564, 1, 178466310866
1061.63, 529.572, 1, 178466340881
1081.51, 530.734, 1, 178466371209
1092.82, 537.106, 1, 178466401334
1095.08, 544.565, 1, 178466431542
1096.57, 549.581, 1, 178466461685
1097.62, 554.546, 1, 178466492133
1111.85, 544.777, 1, 178466522479
1099.08, 564.307, 1, 178466552687
1098.85, 565.399, 1, 178466582858
1098.09, 567.332, 1, 178466612969
1097.19, 568.736, 1, 178466643315
1096.06, 571.092, 1, 178466673436
1098.05, 568.341, 1, 178466703782
1079.99, 599.474, 1, 178466734220
1085.69, 597.314, 1, 178466764823
-1920, -1080, 0, 178466794562
-1920, -1080, 0, 178466823436
-1920, -1080, 0, 178466853653
-1920, -1080, 0, 178466883672
